Nombre;Latitud;Longitud
LAS PLAYAS;-32,22689819;-65,57143402
TALITA;-32,24812031;-65,58387341
LARROQUE;-33,03542428;-59,00185366
SAN EDUARDO;-29,0158596;-58,4539795
CAPITA MINI;-28,95081638;-58,35424646
CUENCA;-29,15578079;-58,3609047
FELIPE YOFRE;-29,10591977;-58,34247468
CASA DE PIEDRA;-38,22305153;-67,17092637
SAMPACHO;-33,3845383;-64,72198495
SAN CARLOS SUD;-31,75759541;-61,1007515
MONTE DEL TORDILLO;-36,3759209;-57,5106032
DOLORES;-36,31612157;-57,67526573
LAS MARGARITAS;-36,12022018;-57,62196732
LOS SAUQUITOS;-36,270326;-57,6925923
LA SELVA;-36,3772662;-57,5894759
LA VASCA;-36,4801212;-57,6134654
EST. PANELO;-36,4466156;-57,6250632
SOL DE MAYO;-36,3142119;-57,6068989
AL VER VERAS;-36,3899064;-57,6947905
DOS TALAS;-36,27849961;-57,77051548
SEVIGNE;-36,20672843;-57,74137073
LOMAS DE SALOMON;-36,3446045;-57,6351011
LOMA DE ROLDAN;-36,3193649;-57,74338
LAS TRES ESQUINAS;-32,36264446;-60,34533051
POTRERO DE LOS FUNES;-33,21877871;-66,23072882
LAVALLE;-28,24138196;-65,04041868
LOS NUÑEZ;-27,5667009;-64,47685587
LAZZARINO;-34,16632957;-62,42803803
MENDIOLAZA;-31,26346798;-64,30383365
LA TORDILLA;-31,23524522;-63,05990427
LAURENCENA;-32,22445895;-59,7171683
ASCENSION;-34,2368759;-61,10361388
ESTACION ARENALES;-34,26984559;-61,29267181
FERRE;-34,12503838;-61,13265489
ARRIBEÑOS;-34,21015426;-61,3548578
COLONIA SAN MARTIN;-34,14265823;-61,27746582
LA TRINIDAD;-34,10685494;-61,13170207
GENERAL ARENALES;-34,30446797;-61,30562778
CAMPO ALVEAR;-34,3397918;-61,3746941
LA PINTA;-34,24425125;-61,36275864
HAM;-34,22774506;-61,24436569
DESVIO KM 95;-34,2965068;-61,448581
COLONIA LAS MERCEDES;-34,21508789;-61,4352417
DELGADO;-34,1671978;-61,2470115
SANTA ANA;-34,37094116;-61,20141983
LA ANGELITA;-34,26087407;-60,96859882
EL MOGOTE;-31,48002633;-68,48218217
VILLA OBSERVATORIO;-31,509946;-68,61725697
VILLA PAULA ALBARRACIN;-31,4936359;-68,53570821
VILLA UNION;-31,50948312;-68,53646279
VILLA SARMIENTO;-31,49689211;-68,52931779
CHIMBAS;-31,49290115;-68,48404775
BARRIO PARQUE IDUSTRIAL;-31,49561412;-68,56370679
VILLA OBRERA;-31,50178312;-68,59813379
BARRIO PARQUE INDEPENDENCIA;-31,50423865;-68,52232462
RODEO GRANDE;-30,91186714;-65,28327179
TOSNO;-30,94994256;-65,30992774
RIO SECO;-30,8818874;-65,21310655
EL ZAPALLAR;-27,78276253;-65,35407257
EL MISTOL;-27,80991554;-65,41311646
EL PARAISO;-27,90237;-65,21251
LA CHILCA;-27,78617;-65,27902
POZO VERDE;-27,77725983;-65,30674744
EL DURAZNO;-27,73720169;-65,32054138
EL JARDIN;-27,82279968;-65,26461792
LA IGUANA;-27,82432;-65,05571
LOS MISTOLES;-27,90778732;-65,1734314
LOS MOLLES;-27,84943199;-65,31294251
PUESTO DEL MEDIO;-27,79057503;-65,10766602
RAMOS;-27,8579933;-65,1450577
EL QUEBRACHITO;-27,84132385;-65,33880615
PAEZ;-27,766411;-65,117692
POZO HONDO;-27,8899;-65,26765
EL SIMBOL;-27,89189911;-65,08409119
PUESTO LOS PEREZ;-27,8059849;-65,3720051
VILLA PUJIO;-27,7184391;-65,01033783
CAMPO BELLO;-27,7378154;-65,31963731
LA FLORIDA;-27,82109305;-65,29734678
SANTA ROSA;-27,83893776;-65,41318512
EL PUESTITO;-27,8529377;-65,10084534
TACO RALO;-27,83506838;-65,19460177
VILLA SAN ISIDRO;-38,70648511;-68,17374552
VILLA MANZANO;-38,68060415;-68,21571809
BARRIO EL LABRADOR;-38,67192317;-68,23432969
SARGENTO VIDAL;-38,68564096;-68,15807803
PAMPA NEGRA;-44,92100525;-68,52544403
LOS MANANTIALES;-44,796772;-69,39196777
CAMPO MORELLO;-31,616383;-61,5463172
ANGELICA;-31,55263283;-61,54626502
CAMPO BAUDINO;-31,59015674;-61,48528815
EL FORTIN;-31,96725024;-62,30262859
CHISTIN;-27,35869026;-67,07606506
PUERTA DE SAN JOSE;-27,53974121;-67,01533105
EL CARRIZAL;-27,33339119;-67,0258255
LA CIENAGA DE ABAJO;-27,52112554;-66,98697556
LA CIENAGA DE ARRIBA;-27,4894;-66,9777
LA CIENAGA;-27,49165535;-66,97323608
LA AGUADITA;-27,33688927;-67,04305267
ASAMPAY;-27,34611106;-67,05826801
LOS CHIRIGUANOS;-24,09868353;-61,46758677
PUEBLO ANDINO;-32,67179142;-60,87618067
VILLA LA RIVERA - PUEBLO ANDINO;-32,64138588;-60,82341837
LOMA ALTA;-31,96144319;-61,17838005
POMONA;-39,48416046;-65,61246005
EL CABURE;-26,00306983;-62,3233886
HERRADURA;-26,48746464;-58,31224246
ROBLES;-35,0146853;-58,9153953
LOZANO;-34,85427963;-59,05334513
MAGNASCO;-34,8799071;-58,9917855
LA FE;-34,8755132;-59,0822891
GRANJA BLANCA;-34,9420728;-59,0504115
SPERATTI;-35,00229321;-58,99953401
MARRE;-34,9680409;-58,8809851
VILLARS;-34,8300242;-58,94225894
LA CHOZA;-34,78299083;-59,10956477
GENERAL HORNOS;-34,89377633;-58,91722153
GENERAL LAS HERAS;-34,92677391;-58,94534079
PLOMER;-34,79411937;-59,02797569
ENRIQUE FYNN;-34,8223015;-59,1343749
PASO DE LA LAGUNA;-31,80576491;-59,16516137
COLONIA DESPARRAMADOS;-31,78069373;-59,24215269
VINARA;-27,41619544;-64,74577888
LA DELFINA;-34,94377201;-61,15886435
ACHAVAL;-35,1438182;-61,2992596
ZAVALIA;-34,89492088;-61,00445382
BAIGORRITA;-34,74726868;-60,98895266
LOS BOSQUES;-34,8344996;-60,9966439
CUARTEL II;-34,99993578;-61,03403901
LA CARMEN;-35,16999;-61,23062
QUIRNO COSTA;-34,8761683;-61,14105
LA BELLACA;-34,8354057;-60,8114467
LOS TOLDOS;-35,00103657;-61,03814979
LOS HUESOS;-34,89585114;-60,87674713
LA RINCONADA;-35,1171428;-61,0625936
SAN EMILIO;-35,0319914;-60,86476859
CHANCAY;-35,04212189;-61,2507019
EL MONASTERIO;-35,16818908;-60,99822744
LOS DOS AMIGOS;-34,81295013;-61,15983963
SAN JOSE;-34,96210333;-60,85840445
CHAJARI;-30,75407591;-57,98416259
COLONIA VILLA LIBERTAD;-30,73921312;-57,926659
CLODOMIRO LEDESMA;-31,57940282;-58,18136782
ESTACION ATAMISQUI;-28,49895708;-63,90772574
SAN JORGE;-30,8860264;-64,34022107
SAN LORENZO;-30,87623364;-64,19726473
LAS BANDURRIAS;-30,6976772;-64,0601138
MACHA;-30,56523928;-64,13880704
PUESTO DEL ROSARIO;-30,78464726;-63,93796217
LOS COMETIERRA;-30,87600893;-63,91991251
SANTA MARIA;-30,73655482;-63,97556314
LA TUNA;-30,50369666;-64,21307868
BELEN;-30,91947743;-64,15077775
SAN SALVADOR;-30,5338123;-63,60603376
LOS CHAÑARES;-30,5077658;-64,1760443
COLONIA HOGAR;-30,84334374;-64,27020264
BARRANCA YACO;-30,85915171;-64,09992552
LA MAZA;-30,6750972;-63,7227848
SAN PELLEGRINO;-30,81335259;-64,29650879
SAN ISIDRO;-30,63128461;-63,58872436
MULA MUERTA;-30,89881177;-64,02103068
EL RINCON;-30,55766149;-63,70150814
PUESTO SAN JOSE;-30,51008376;-63,82070961
EST. SAN JUAN;-30,664813;-64,00198173
LA AGUADA;-30,50367791;-64,10091925
LA PAZ;-30,94997025;-64,23396301
SANTA CATALINA;-30,87262365;-64,23135033
LA ESTRECHURA;-30,41335177;-63,96254883
VAGUES;-34,3010788;-59,44384766
PUENTE CASTEX;-34,1392546;-59,2833841
SAN ANTONIO DE ARECO;-34,25037631;-59,47086348
LA ROSADA;-34,3379158;-59,5877107
EL MORO;-34,20156097;-59,45556259
CAMINO DE YAMEO;-34,2881384;-59,5070413
EL TROPEZON;-34,0653526;-59,3867094
VILLA LIA;-34,12377407;-59,43137257
DUGGAN;-34,2071973;-59,63570553
LA FE;-34,2017342;-59,4081687
AUSONIA;-32,66138258;-63,24479738
SANABRIA;-32,52756004;-63,24796161
LAS VARILLAS;-31,87311356;-62,71879483
LEGUIZAMON;-34,20407885;-62,97688895
COLONIA LA BLANCA;-30,19848515;-60,4669896
LA CRIOLLA;-30,22615795;-60,36649682
LA NEVADA;-30,1734572;-60,6159668
LOTES 33-37-40-42;-28,38729968;-62,04390633
LOTES 46 A 48;-28,3604542;-62,49401403
VILLA LOS POCITOS;-28,55064;-62,52562
SAN PABLO;-28,81411415;-62,07188303
VILLA ABREGU;-28,43600973;-62,83562271
SELVA NEGRA;-28,71224403;-61,87996292
BUEN PASO;-28,41299021;-62,79434139
POZO HERRERA;-28,39447308;-62,38876365
SUNCHO POZO DEL TRIUNFO;-28,53012;-62,79022
LOS POCITOS;-28,56793976;-62,50737381
SAN JOSE;-28,64517212;-62,4078331
MIEL DE PALO;-28,43537;-62,62572
SUNCHO POZO ALTO;-28,56746;-62,74742
ESTACION LAS GAMAS;-28,65003;-61,92289
LA HUERTA;-28,85545921;-62,16580963
LOTE 15;-28,62833;-62,09378
OBRAJE MAILIN;-28,35676;-62,0097
SANTA ANA;-28,36840248;-61,8763237
LOTES 1 A 9;-28,5386916;-62,05462344
LA PIAMONTESA;-28,68812;-62,21372
LOTES 25 A 29;-28,48937466;-62,44455929
SANAVIRONES;-28,74233055;-62,22472382
SELVA BLANCA;-28,72298813;-61,97306061
CAMPO LAGAR;-28,37356;-61,77757
POZO DEL MEDIO;-28,37375;-62,86322
SUNCHO POZO;-28,56984139;-62,80578613
KILOMETRO 454;-28,56279083;-62,68537799
LA SALAMANCA;-28,47293;-62,58337
SANTA ELENA;-28,59670636;-61,94283919
LOTE 42;-28,37616158;-62,12771988
LOS LINARES;-28,36540604;-62,55690002
EL MALACARA;-28,41608;-62,51561
VILLA CAROLINA;-28,69191;-62,52364
TACO ATUN;-28,35773406;-63,11560777
TRES POZOS;-28,40011025;-62,27173233
LA PAULINA;-28,71263933;-62,65029443
CAMPO TOLEDO;-28,82792;-62,44276
EL CORRALITO;-27,6174278;-65,7102942
YANIMAS;-27,65426;-65,66755
CORONEL MOLLINEDO;-24,51364183;-64,06488366
EL CARMEN;-24,53065109;-63,97226715
EL DORADO;-24,52727318;-64,15539551
LAS FLACAS;-24,41712434;-63,94888831
SAN LUIS;-24,47244835;-63,90447998
SAN CAYETANO;-24,5823803;-64,13735199
APOLINARIO SARAVIA;-24,44021176;-64,00033614
LA QUINTA;-24,46854591;-64,19763947
LA PELADA;-24,42526627;-64,15878296
SAN VICENTE;-24,40575218;-63,87413025
LA JUNTA;-24,49910927;-64,06650543
SANTA LUCIA;-24,46198463;-63,98363876
PALO BLANCO;-24,44155502;-64,21011353
AGUA SUCIA;-24,46574798;-63,86784836
EL BORDO (FINCA);-24,46203212;-64,01759559
PILAHUE;-40,54353333;-69,71561432
MENCUE;-40,42290297;-69,61438771
BLANCURA CENTRO;-40,36624303;-69,77921324
QUILI MALAL;-40,20856857;-69,59767151
PALENQUE NIYEU;-40,31441879;-69,35494995
LA ANGOSTURA;-40,37004471;-69,52602387
VERTIZ;-35,42624111;-63,90636467
PILCO;-27,2347446;-65,4529392
HUASA PAMPA;-27,2421313;-65,4913096
ORAN;-27,19591;-65,54689
YONOPONGO;-27,2163898;-65,4989757
ISLA SAN JOSE;-27,18076;-65,44924
PUEBLO INDEPENDENCIA;-27,22078483;-65,52741731
PASCO;-32,7470045;-63,34112543
COLONIA NORTE;-33,4392476;-61,0175791
MAXIMO PAZ;-33,48514395;-60,95678858
CRISOL;-34,0897973;-60,2330114
SAN PABLO;-34,14789265;-60,35368096
LA INVENCIBLE;-34,2687422;-60,38536452
SANTA ISABEL;-34,0440854;-60,3141818
CAMPO BLANCO;-34,1554316;-60,4724629
SANTA INES;-34,3792305;-60,427948
SALTO;-34,29215987;-60,25462445
SANTA ROSA;-34,08158112;-60,38890839
ARROYO DULCE;-34,10243328;-60,40615518
INES INDART;-34,39941633;-60,54368259
GAHAN;-34,3380744;-60,09927362
TACUARI;-34,20751608;-60,31058682
EL HARAS;-34,29673004;-60,05072022
LAS MULAS;-34,20555878;-60,38817597
COLONIA EL RINCON;-34,27412033;-60,30253601
BERDIER;-34,39877266;-60,26057254
MONROE;-34,4599762;-60,28754044
LA ISABEL;-34,2120432;-60,1857881
CHICO ALFEREZ;-27,75120279;-55,00895577
FLORENTINO AMEGHINO;-27,63495755;-55,08775514
PUERTO ROSARIO;-27,78888893;-55,01335907
EL CHOLAR;-37,44086477;-70,64418187
INTIYACO;-28,67792537;-60,07246843
COLMENA;-28,76581904;-60,08804214
LOS LEONES;-28,5739193;-60,13435745
MONTENEGRO;-28,5917441;-60,2355486
FLORIDA;-28,66874313;-59,99472809
CAMPO BORGARELLO;-31,217341;-61,950439
CAMPO CANAVESIO;-31,2273649;-61,8971305
BAUER Y SIGEL;-31,27312322;-61,9448855
EL LUCERO;-35,10836792;-59,44487763
LA LECHUZA;-35,0861524;-59,2887988
JOSE JUAN ALMEYRA;-34,92326434;-59,54225195
LA RAPIDA;-35,1381494;-59,4987382
ANASAGASTI;-35,0117915;-59,4247779
TORRES;-35,1503522;-59,7056492
CUARTEL IX;-34,93337186;-59,23533828
INGENIERO WILLIAMS;-34,9148246;-59,4266171
LA ESTRELLA;-35,1030119;-59,4441457
LOS VASQUITOS;-35,0953592;-59,5679508
SOL DE MAYO;-35,211862;-59,493696
NAVARRO;-35,0036066;-59,27741632
GONZALEZ RISOS;-34,8537449;-59,2237665
LA BLANQUEADA;-35,1560255;-59,40031
LOS POZOS;-34,9333552;-59,3226751
LAS MARIANAS;-35,05392638;-59,51310118
RINGUELET;-35,0464695;-59,3185754
LOS NOGALES;-34,91254581;-59,27674308
KILOMETRO 83;-34,9417343;-59,1477142
RUTA NACIONAL 200 KM 96;-35,0099947;-59,2205714
EL FAISAN;-35,0600046;-59,1950197
VILLA MOLL;-35,07824906;-59,65194554
AMBERES;-27,2669842;-65,488326
MORTEROS;-30,71070581;-62,00444374
MEDIA LUNA NORTE;-31,18497825;-63,89371257
TINOCO;-31,12387902;-63,89237778
CAMPO TORRIGLIA;-32,85533645;-61,34503581
CAMPO CARDINI;-32,76999156;-61,44314281
CAÑADA DE GOMEZ;-32,81668673;-61,38996615
CAMPO LAS VASCAS;-32,80382989;-61,50863722
SAN ESTANISLAO;-32,90470197;-61,51878855
CAMPO CARBONARI;-32,95539287;-61,41850814
CAMPO IADANZA;-32,94989914;-61,37438305
CAMPO MARINSALTA;-32,8640246;-61,43798772
SERODINO;-32,60557408;-60,94817627
COLONIA AYUI;-31,20509016;-58,03388992
BARRIO RUTA SOL;-34,94373335;-58,17326524
LA PLATA;-34,92086311;-57,95405601
VILLA ELISA;-34,87762052;-58,09071392
BARRIO LAS QUINTAS;-34,9257211;-58,0393403
VILLA ELVIRA;-34,94064376;-57,92149847
JOSE HERNANDEZ;-34,89858966;-58,0143972
COUNTRY CLUB EL RODEO;-35,07946881;-58,13932757
TRANSRADIO;-34,87900555;-58,08173387
CITY BELL;-34,88793827;-58,0582328
ARANA;-35,03005561;-57,886525
TOLOSA;-34,90076993;-57,98212935
LOMAS DE COPELLO;-34,95203857;-57,8409386
RINGUELET;-34,89105449;-57,99137819
VILLA MONTORO;-34,96344905;-57,90250013
RUFINO DE ELIZALDE;-34,97109008;-57,95243513
JOSE MELCHOR ROMERO;-34,94550924;-58,03629048
LA CUMBRE;-34,92359177;-58,00194787
LA PROVIDENCIA;-35,0232476;-58,2307028
BARRIO EL CARMEN (OESTE);-34,97075442;-57,81089503
MANUEL B. GONNET;-34,88195119;-58,01899153
ARTURO SEGUI;-34,89073971;-58,13271165
JOAQUIN GORINA;-34,90178173;-58,03918593
ISLA MARTIN GARCIA;-34,1871001;-58,2526073
LOS HORNOS;-34,97371551;-57,98505391
IGNACIO CORREAS;-35,03456003;-57,84402496
LISANDRO OLMOS;-34,9976086;-58,04337743
VILLA GARIBALDI;-34,99865172;-57,84049662
ABASTO;-35,0103682;-58,11518486
VILLA PARQUE SICARDI;-34,98302885;-57,86746531
BARRIO LAS MALVINAS;-34,93748802;-58,00939542
POBLET;-35,0604581;-57,9547426
ESQUINA NEGRA;-35,03880607;-58,05930616
ANGEL ETCHEVERRY;-35,02615809;-58,09590601
BARRIO GAMBIER;-34,93595945;-57,98376305
EL RETIRO;-34,94761756;-57,99574322
DALMACIO VELEZ;-32,61087325;-63,57988372
ALVAREZ JONTE;-35,32278001;-57,44907685
LA VIRUTA;-35,3957169;-57,6287191
ESTANCIA SAN RAMON;-35,4941815;-57,4160219
BASE AERONAVAL DE PUNTA INDIO;-35,350566;-57,297616
CHIRRAMBERRO;-35,3869257;-57,5192477
VERONICA;-35,38815521;-57,33716016
LAS TAHONAS;-35,35487546;-57,38220457
LUJAN DEL RIO;-35,7024424;-57,3536175
PUNTA PIEDRAS;-35,4016325;-57,1508342
PUNTA INDIO;-35,28083529;-57,23600724
MONTE VELOZ;-35,46482001;-57,2811701
RANCHO BARRETO;-35,5432989;-57,2291973
LAS PALMAS;-35,2882581;-57,3723093
COLONIA TORNQUIST;-35,33963001;-57,2714501
PIPINAS;-35,53126707;-57,32858876
CHUCUL;-33,00895468;-64,17124934
ARROYO DEL MEDIO;-31,27299052;-59,09041778
COLONIA DOMINGO MATHEU;-27,28230625;-60,80237676
LOTE 13;-27,22920809;-60,57719484
LOTE 5;-27,3317479;-60,77039101
LOTE 10;-27,41955816;-60,69092014
LOTE 1;-27,31798042;-60,63891451
LA SIRENA;-27,20979769;-60,71613185
SAN BERNARDO;-27,29043841;-60,71497363
LOTE 6;-27,22862009;-60,63270461
CENTENO;-32,29802372;-61,41072415
GASTRE;-42,26562046;-69,2210979
VALLE HERMOSO;-31,11728883;-64,48425283
CAMPO VOLANTE;-27,2747659;-65,3926439
BUENA VISTA OESTE;-27,2889473;-65,4566086
BUENA VISTA;-27,28412;-65,41359
MICAELA CASCALLARES;-38,49267901;-60,46842328
LA JOSEFINA;-38,2542339;-60,5711255
LA SORTIJA;-38,1116074;-60,6919605
EL CARRETERO;-38,49874878;-59,7927208
LIN CALEL;-38,70817783;-60,24172465
HUESO CLAVADO;-38,5896311;-59,94045411
DUNAMAR;-38,8586781;-60,08733193
EL TRIANGULO;-38,4681208;-59,9638049
LA CONSTANCIA;-38,457162;-60,2979694
LA POLONIA;-38,3450815;-60,2985402
RUTA 3 KM 489;-38,334691;-60,255427
PUENTE CARUCHO;-38,4199128;-60,2519585
LA VICTORIA;-38,40032578;-60,50800324
LA MANGA;-38,77906139;-60,00704971
BALNEARIO ORENSE;-38,8079581;-59,73829895
COPETONAS;-38,72274034;-60,45196552
TRES ARROYOS;-38,37717858;-60,27555889
RETA;-38,89708055;-60,34340979
RUTA 3 KM 490;-38,338829;-60,2591009
ORENSE;-38,68551693;-59,77642871
CLAROMECO;-38,79737442;-60,10762304
PUENTE SUBMARINO PERAL;-38,3612637;-60,3164991
LA HORQUETA;-38,2415901;-60,3228501
SAN MAYOL;-38,31773652;-60,02584212
VILLA RODRIGUEZ;-38,31258177;-60,23249958
COLONIA SAN JUAN DE BELLOCQ;-38,2667152;-60,4002814
LAS VAQUERIAS;-38,20867539;-60,28780747
SAN FRANCISCO DE BELLOCQ;-38,69317052;-60,01417869
DIAZ;-31,41807315;-63,77950373
CAPILLA DE LOS REMEDIOS;-31,43020658;-63,83214969
CLODOMIRA;-27,59393893;-64,08264916
ANGUIL;-36,52792263;-64,0105559
SUNCHO CORRAL;-27,94251975;-63,36977358
LA LAGUNITA;-26,59818459;-65,4235611
VIPOS;-26,4805788;-65,3457896
BENJAMIN GOULD;-33,59011954;-62,73038907
LA ROSADA;-31,56038498;-58,03773487
PUERTO YERUA;-31,53083351;-58,01289478
DESAGUADERO;-33,40045853;-67,14808221
JARILLA;-33,39865834;-67,02742955
EX INGENIO NUEVA BAVIERA;-27,06973718;-65,39990116
EL CRUCE;-27,03043;-65,42388
KILOMETRO102;-27,08042;-65,41956
SAN GABRIEL DEL MONTE;-27,07136;-65,46044
AGUA BLANCA;-27,11478;-65,42955
CUMBRE EL MATADERO;-26,90220564;-65,63758617
SANTA CLARA;-27,0548884;-65,4028438
SAN GABRIEL;-27,1045272;-65,4496967
BARRIO CASA ROSADA;-27,04305939;-65,42914356
CAMPO DE HERRERA;-27,02560267;-65,34647185
INGENIO FRONTERITA;-27,03547073;-65,45561641
MONTE GRANDE;-27,0083621;-65,4081522
BARRIO OESTE;-27,0619262;-65,44728578
FAMAILLA;-27,04504564;-65,39563599
ESTACION PADILLA;-27,0297601;-65,387581
LA RINCONADA;-27,01731;-65,48787
ACHIRAS;-33,17701759;-64,9944685
EL BOSQUE;-31,0308479;-60,8693686
MARIA LUISA;-31,01264405;-60,91143275
PAMPA ALMIRON;-26,70224786;-59,12378503
KILOMETRO 62;-26,65182473;-59,04913685
COLONIA SAN PEDRO;-30,78360216;-61,91756432
COLONIA PUEYRREDON;-33,93120449;-64,38192213
VICUÑA MACKENNA;-33,91723575;-64,39022227
PUERTO ANDRESITO;-25,58806764;-54,00849158
DESEADO;-25,78682327;-54,03867064
CABUREI;-25,68203675;-54,1426093
INTEGRACION;-25,77247262;-53,85229748
28 DE DICIEMBRE;-25,79849331;-53,90059429
PUERTO DESEADO;-25,78623996;-54,03826729
COMANDANTE ANDRESITO;-25,66743614;-54,04564347
CABALLERO (SAN ANTONIO);-25,88421034;-53,94026123
PENINSULA;-25,63194012;-54,13182686
SOBERANIA;-25,72050842;-53,89868875
11 DE SEPTIEMBRE;-25,79129267;-53,88429149
ARROYO VERD;-25,66950106;-53,87621676
RABIOLA;-33,62620064;-61,81181895
CARMEN;-33,73277886;-61,76092715
LA BRAVA;-30,44778251;-60,14093569
POTRERO DE GARAY;-31,78241597;-64,54240688
GOLPE DE AGUA;-31,83953108;-64,60360843
LOS ESPINILLOS;-31,82544357;-64,56868249
URIBURU;-36,50775748;-63,86263077
LA GLORIA;-36,50791772;-63,74440831
COLONIA OVEJITA;-30,23931026;-60,27473255
SAN MARTIN NORTE;-30,34930041;-60,30405489
ARTEAGA;-33,09113112;-61,79171139
HUALFIN;-27,22510895;-66,82574947
RIO DE LAS CUEVAS;-27,08659012;-66,64699009
LOS NACIMIENTOS;-27,12763139;-66,71253363
QUEBRADA DE HUALFIN;-27,20773;-66,85905
FARALLON NEGRO;-27,29799116;-66,65265359
LA TUNA;-28,37992287;-65,29024506
ALBIGASTA;-28,58372379;-65,22219343
ACHALCO;-28,37478;-65,15865
LOS MORTEROS;-28,43432;-65,16695
LOS OSORES;-28,37682104;-65,29300958
AYAPASO;-28,33439;-65,2066
TAPSO;-28,4159042;-65,10864096
PUERTA DE MOLLE YACO;-28,44798661;-65,26571799
LA CALERA;-28,4658216;-65,19855998
CAPILLA DEL CARMEN;-31,50816782;-63,34213545
CHOS MALAL;-37,37925666;-70,27237722
ILTICO;-27,33415;-65,643
ILTICO;-27,33596152;-65,65272591
CONCEPCION;-27,34217859;-65,5985576
SAN ROQUE;-27,32936164;-65,58238601
GARRUCHOS;-28,17294359;-55,6513324
COLONIA UNION;-28,05759693;-55,83235165
SAN JUAN;-28,03776009;-55,85842112
SAN HORACIO;-27,988011;-55,80054096
ARIAS;-33,64116328;-62,40278901
DOCTOR RICARDO ROJAS;-45,58700843;-71,02909684
SAN JOSE DEL MORRO;-33,2119853;-65,49273345
EL TAJAMAR;-26,52124;-64,80988
EL SINQUIAL;-26,64303589;-64,81036377
TARUCA PAMPA;-26,5763347;-64,8336417
LA TOMA;-26,54748;-64,85258
VILLA BENJAMIN ARAOZ;-26,55616036;-64,79838383
VILLA CERRO AZUL;-31,07021399;-64,31973336
CORONEL BELISLE;-39,18582999;-65,95631912
RUMI PUNCO;-27,9833822;-65,5739195
HUACRA;-28,00226402;-65,57340241
CALCHIN;-31,66793599;-63,20068709
COMALLO;-41,02987468;-70,26998065
SAIHUEQUE CACIQUE;-39,23532247;-70,91836323
ALUMINE;-39,23950066;-70,91801315
CHACRA 8;-39,23789668;-70,92537233
SAN PABLO DE REYES;-24,1436589;-65,48291998
TIRAXI GRANDE;-23,9924202;-65,32841492
LAS CAPILLAS;-24,08057404;-65,13447571
LEON;-24,03596327;-65,4315559
OCLOYAS;-23,90965383;-65,19550658
LOZANO;-24,07735974;-65,40470048
JAIRE;-24,03849791;-65,40797847
DURAZNAL;-23,93824196;-65,22867584
OVEJERIA;-24,06103134;-65,64737701
YERBA BUENA;-24,05524445;-65,23822784
DESPENSA;-24,02938843;-65,64742279
LOS NOGALES;-24,08402705;-65,47608463
TIRAXI;-23,99794718;-65,3250004
YALA;-24,12175462;-65,41457262
TESORERO;-23,94829809;-65,29846132
PAYO;-24,04183769;-65,27531433
LOS COCOS;-30,92697749;-64,50261239
EL CORCOVADO - EL TORREON;-32,14975907;-64,50159147
VILLA RUMIPAL;-32,18938134;-64,47920634
BANANAL;-23,56577112;-64,50137243
YUTO;-23,64399084;-64,47092019
PAMPA OCULTA;-26,75719473;-60,92512657
CAMPO LARGO;-26,80386441;-60,84230321
LOTE 49;-26,99668392;-60,67515681
FORTIN LAS CHUÑAS;-26,88910426;-60,90815221
LOTE 33;-26,80183348;-60,69560715
LOTE 50;-26,80308704;-60,90383882
CERRO CENTINELA;-43,48395319;-71,59418478
YALA LAUBAT;-42,76713545;-68,87542179
BLANCUNTRE;-42,56838923;-68,91909162
LAGUNITA SALADA;-42,71677928;-69,18847239
EL ESCORIAL;-43,09807004;-68,55960334
LA INVERNADA;-27,38626061;-63,43560027
AGUSTONI;-35,78110188;-63,39324935
LOS QUEBRACHOS;-31,94237709;-65,62174988
OJO DEL RIO;-32,43187893;-65,20010896
CERRITO BLANCO;-32,23595032;-65,22937861
LOS LOBOS;-32,46252534;-65,26989048
LA ISLA;-32,09435654;-65,26992035
LA CHILCA;-32,41118937;-65,30673087
BAJO DE VELIZ;-32,31398017;-65,41102538
BANDERA BAJADA;-27,28467571;-63,46424313
SAN DEMETRIO;-38,52482379;-70,33762376
LA BUITRERA;-38,55747024;-70,36655603
LAS LAJAS;-38,5292612;-70,36895029
ESTANCIA VIEJA;-31,38425971;-64,51733082
FRIAS;-28,67522745;-65,04354361
GENERAL LA MADRID;-37,25039925;-61,25957941
RAULET;-37,9070931;-61,4686682
LAS BANDURRIAS;-37,1137327;-61,4516172
PONTAUT;-37,7317699;-61,32309572
LA COLINA;-37,36076902;-61,53484879
EL LUCERO;-37,53062058;-61,56911469
SANTA ISABEL;-37,2020568;-61,6605517
LIBANO;-37,53362138;-61,28657501
LAS NENAS;-37,0997963;-61,70329666
LASTRA;-37,4119555;-61,2816652
LAS MARTINETAS;-37,19808135;-61,1220424
ESTANCIA DON PEDRO;-37,56769922;-61,15399119
SAN PEDRO;-37,4927454;-61,4107503
HUGHES;-33,80285567;-61,33580332
CAEPE MALAL;-37,17366525;-70,39585998
EL ALAMITO;-37,24647522;-70,39295197
CHACAY MELEHUE/EL ALAMITO;-37,25782212;-70,41098645
VILLA DEL CURI LEUVU;-37,13373652;-70,39692313
LOS MENUCOS;-37,13388319;-70,40534551
ESTANCIA CENTELLA;-32,75782939;-58,45369884
EL POTRERO;-32,98043124;-58,26307816
DISTRITO POTRERO;-32,82846625;-58,25811308
CAMPICHUELO;-32,69079193;-58,19158575
COLONIA ELIA;-32,67237179;-58,32511924
LA PALESTINA;-32,61558848;-63,40923521
AGUA BLANCA;-26,36994;-64,78136
